instnm,city,stabbr,zip,latitude,longitude,adm_rate,sat_mid_read,sat_mid_math,act_mid_cumulative,act_mid_english,act_mid_math,act_mid_writing,sat_avg,ug_enrol,nprice_pub_cat1,nprice_pub_cat2,nprice_pub_cat3,nprice_pub_cat4,nprice_pub_cat5,nprice_pvt_cat1,nprice_pvt_cat2,nprice_pvt_cat3,nprice_pvt_cat4,nprice_pvt_cat5,avg_cost_attendance,completion_rate,grad_debt_median,grad_debt_med_LY,grad_debt_med_MY,grad_debt_med_HY,female,married,avg_familyincome,median_householdincome,median_earn_aftr6yr,number_gradstudent,zipcode,own_sc_low,parent_sc_low,own_sc_high,parent_sc_high,_merge
The College of Saint Scholastica,Duluth,MN,55811-4199,46.816082,-92.106134,0.7331,NULL,NULL,25,23,24,NULL,1205,2225,NULL,NULL,NULL,NULL,NULL,17810,16932,19092,24059,26903,50923,0.6863,20000,17500,15469,18839,0.755102041,0.218487395,69686.36735,60287.14,52390,1468,55811,1.70724,1.20136,1.8007801,1.23005,matched (3)
The College of Westchester,White Plains,NY,10606-1200,41.033687,-73.784404,0.8837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,829,NULL,NULL,NULL,NULL,NULL,13988,15081,16463,22299,22481,29294,0.5111,27401,16218,18624,15188,0.632265718,0.091340451,27591.19217,69010.8,33538,NULL,10606,1.05899,,1.17259,,matched (3)
The College of Wooster,Wooster,OH,44691,40.81046,-81.934674,0.653,NULL,NULL,NULL,NULL,NULL,9,NULL,1924,NULL,NULL,NULL,NULL,NULL,12636,17111,21438,25909,32223,66108,0.7399,26000,19750,22750,21156,0.506557377,PrivacySuppressed,107064.6967,69911.54,40105,NULL,44691,1.68142,1.49727,1.7809,1.51227,matched (3)
The College of the Florida Keys,Key West,FL,33040,24.582748,-81.74446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,842,15293,15132,17084,21064,NULL,NULL,NULL,NULL,NULL,NULL,21064,0.3645,7750,5500,5500,5500,0.58313253,0.132530121,38630.43615,58311.24,33521,NULL,33040,1.02002,1.07137,1.19511,1.126,matched (3)
The Creative Center,Omaha,NE,68164,41.290922,-96.082837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,36229,40826,41059,41774,41774,0.7143,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12000,0.717948718,PrivacySuppressed,75433.07692,60825.19,30841,NULL,68164,,,,,matched (3)
The Creative Circus,Atlanta,GA,30324,33.813156,-84.361989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,NULL,NULL,NULL,NULL,NULL,33586,36894,NULL,NULL,NULL,NULL,NULL,27883,28016,15810,17000,0.565217391,0.086956522,51221.76087,75658.02,77085,NULL,30324,,,,,master only (1)
The Culinary School of Fort Worth,Fort Worth,TX,76116,32.724044,-97.428672,0.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,NULL,22101,19646,22743,NULL,NULL,NULL,NULL,9500,7276,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,76116,,,,,master only (1)
The Esthetic Institute,Vienna,VA,22182-3818,38.914385,-77.234171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,6333,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,22182,,,,,master only (1)
The Evergreen State College,Olympia,WA,98505-0001,47.07382,-122.977492,0.9838,572,507,21,24,21,7,1076,2053,9711,12613,16404,21614,21781,NULL,NULL,NULL,NULL,NULL,24371,0.4487,19089,15944,12722,13000,0.60723933,0.121555916,40367.00486,63843.36,32736,201,98505,1.57798,1.37196,1.65184,1.38647,matched (3)
The Fab School,Rancho Cucamonga,CA,91730,34.079866,-117.555168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,NULL,NULL,NULL,NULL,NULL,39392,39996,38184,NULL,NULL,NULL,NULL,PrivacySuppressed,6140,4449,4449,PrivacySuppressed,0.233480176,47801.21586,NULL,NULL,NULL,91730,,,,,master only (1)
The General Theological Seminary,New York,NY,10011,40.745563,-74.00378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,PrivacySuppressed,NULL,56,10011,,,,,master only (1)
The Hair Academy,Bismarck,ND,58501,46.805857,-100.76032,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,11549,13329,13382,16427,16427,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,52853.47761,NULL,22453,NULL,58501,,,,,master only (1)
The Hair Academy LLC,Fayetteville,TN,37334-0135,35.153554,-86.577055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,NULL,NULL,NULL,NULL,13838,13122,14426,16339,NULL,NULL,NULL,7584,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.298245614,25632.59649,47867.95,18524,NULL,37334,,,,,master only (1)
The Healthcare Institute,San Antonio,TX,78201-5035,29.46192,-98.523081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,25281,NULL,NULL,NULL,NULL,NULL,NULL,8282,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.328125,18674.26563,NULL,NULL,NULL,78201,,,,,master only (1)
The Institute of Beauty and Wellness,Milwaukee,WI,53202-0000,43.03494,-87.906535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,290,NULL,NULL,NULL,NULL,NULL,9995,9543,15640,17563,17563,NULL,NULL,6333,6333,6333,6333,0.900726392,0.072639225,43738.34867,NULL,31710,NULL,53202,,,,,master only (1)
The International Culinary Center,New York,NY,10013-2618,40.720817,-74.00009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,405,NULL,NULL,NULL,NULL,NULL,45242,48099,48379,NULL,54832,NULL,NULL,6333,6333,6333,2333,0.448,0.13,42048.268,69729.85,43079,NULL,10013,,,,,master only (1)
The Juilliard School,New York,NY,10023-6588,40.773725,-73.982913,0.0764,NULL,NULL,NULL,NULL,NULL,NULL,NULL,492,NULL,NULL,NULL,NULL,NULL,24474,22765,34277,39678,49356,73642,0.9375,25585,25000,26608,23750,0.432989691,PrivacySuppressed,100696.3505,75845.26,31676,372,10023,,,,,matched (3)
The King's College,New York,NY,10004,40.706677,-74.012342,0.3948,620,585,28,28,26,NULL,1265,432,NULL,NULL,NULL,NULL,NULL,34634,35919,32116,33581,36916,58695,0.5035,20349,10000,14834,14000,0.65530303,PrivacySuppressed,80842.17803,NULL,40129,NULL,10004,,1.59641,,1.62277,matched (3)
The King's University,Southlake,TX,76092,32.93973,-97.121526,0.9429,528,523,24,25,22,NULL,1098,319,NULL,NULL,NULL,NULL,NULL,15289,NULL,20784,21956,19784,22284,0.4516,26729,14875,16321,9837,0.537815126,0.31512605,46631.09664,68510.99,30951,347,76092,,,,,matched (3)
The Landing School,Arundel,ME,4046,43.380492,-70.503619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,26710,NULL,NULL,NULL,NULL,36834,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,50452.32076,66530.2,NULL,NULL,4046,,,,,master only (1)
The Master's University and Seminary,Santa Clarita,CA,91321-1200,34.381755,-118.518193,0.5988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1448,NULL,NULL,NULL,NULL,NULL,24091,24989,26132,33827,34702,40783,0.6392,21000,17865,17750,19500,0.459745763,0.11440678,78115.38983,71662.94,42489,800,91321,1.73559,1.5897501,1.7997,1.6055501,matched (3)
The Michigan Barber School,Detroit,MI,48204-2244,42.365023,-83.128883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,NULL,NULL,NULL,NULL,NULL,7275,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.213541667,0.088541667,13987.17188,46084.56,21482,NULL,48204,,,,,master only (1)
The Modern College of Design,Kettering,OH,45440,39.681305,-84.134269,0.9864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190,NULL,NULL,NULL,NULL,NULL,29783,31937,34995,35456,36231,37325,0.5313,12000,12000,12000,12000,0.693467337,PrivacySuppressed,67906,60638.67,33637,NULL,45440,,,,,master only (1)
The New England Conservatory of Music,Boston,MA,02115-5018,42.340946,-71.08629,0.3627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,386,NULL,NULL,NULL,NULL,NULL,38317,43965,37806,47360,50890,70360,0.7067,25250,19250,20500,19500,0.423529412,PrivacySuppressed,100653.5647,79026.66,23509,297,2115,,,,,matched (3)
The New School,New York,NY,10011,40.735508,-73.997114,0.691,630,620,28,30,26,NULL,1269,6339,NULL,NULL,NULL,NULL,NULL,38085,39370,40659,46712,52120,71907,0.6913,23250,16880,15000,12000,0.753630203,0.023717328,73957.7759,75464.08,44274,2648,10011,1.86215,1.46594,1.93256,1.53223,matched (3)
The New School Center for Media,Albany,NY,12205,42.720596,-73.809816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,5125,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.166666667,PrivacySuppressed,26701.94118,NULL,32243,NULL,12205,,,,,master only (1)
The North Coast College,Lakewood,OH,44107,41.484253,-81.769767,0.4118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL,NULL,NULL,NULL,NULL,21596,NULL,NULL,17427,NULL,28267,0.5882,48148,22584,PrivacySuppressed,PrivacySuppressed,0.792792793,PrivacySuppressed,29623.23423,62859.46,30802,NULL,44107,,,,,master only (1)
The Pennsylvania State University,University Park,PA,16802-1503,40.7965,-77.862848,0.7827,585,600,27,27,26,NULL,1198,73189,20391,21699,26010,30103,32193,NULL,NULL,NULL,NULL,NULL,33960,0.7281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15370,16802,,,,,master only (1)
The Professional Cosmetology Academy,Laredo,TX,78041-5930,27.555981,-99.481765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,NULL,NULL,29889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78041,,,,,master only (1)
The Professional Hair Design Academy,Eau Claire,WI,54701-7633,44.783374,-91.461714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,15088,15088,NULL,16186,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.161290323,30927.04839,52687.63,25417,NULL,54701,,,,,master only (1)
The Recording Conservatory of Austin,Austin,TX,78730-3004,30.360236,-97.831161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL,NULL,NULL,NULL,NULL,27082,22040,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,36964.4,NULL,NULL,NULL,78730,,,,,master only (1)
The Salon Professional Academy,Rapid City,SD,57701,44.079979,-103.228651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,11570,13956,14545,17765,17765,NULL,NULL,9833,8829,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,42001.62963,51550.26,20591,NULL,57701,,,,,master only (1)
The Salon Professional Academy,Plainfield,IL,60586,41.540252,-88.203774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,14051,15302,17251,17251,16251,NULL,NULL,9833,9500,9833,9833,PrivacySuppressed,0.125,36688.76471,NULL,22152,NULL,60586,,,,,master only (1)
The Salon Professional Academy-Altoona,Altoona,PA,16601-2419,40.467868,-78.404069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,NULL,NULL,17741,16279,NULL,16279,16279,NULL,NULL,7581,6333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.144329897,37509.76289,45093.63,17587,NULL,16601,,,,,master only (1)
The Salon Professional Academy-Appleton,Appleton,WI,54915,44.26019,-88.457898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,NULL,NULL,NULL,NULL,NULL,8546,9401,9709,14776,15109,NULL,NULL,PrivacySuppressed,10622,9553,12000,PrivacySuppressed,PrivacySuppressed,45714.92208,NULL,25542,NULL,54915,,,,,master only (1)
The Salon Professional Academy-Battle Creek,Battle Creek,MI,49015,42.297776,-85.224127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.169014085,31069.70423,NULL,23611,NULL,49015,,,,,master only (1)
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,50613,42.511022,-92.433262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL,NULL,NULL,NULL,NULL,7339,9642,10167,12286,NULL,NULL,NULL,12000,10000,PrivacySuppressed,PrivacySuppressed,0.488888889,PrivacySuppressed,24132.4,49247.14,19666,NULL,50613,,,,,master only (1)
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,80918,38.896966,-104.750884,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,NULL,NULL,17896,20069,20069,20069,NULL,NULL,NULL,6333,6333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.314285714,29727.72381,NULL,26930,NULL,80918,,,,,master only (1)
The Salon Professional Academy-Delray Beach,Delray Beach,FL,33484-0000,26.46095,-80.119045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,NULL,NULL,24904,23897,NULL,NULL,NULL,NULL,NULL,6333,6333,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,14693,NULL,33484,,,,,master only (1)
The Salon Professional Academy-Evansville,Evansville,IN,47715,37.98732,-87.483521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,NULL,NULL,NULL,NULL,NULL,10787,NULL,NULL,NULL,NULL,NULL,NULL,9833,9833,9833,8815,PrivacySuppressed,0.119047619,41704.2381,NULL,17115,NULL,47715,,,,,master only (1)
The Salon Professional Academy-Fargo,Fargo,ND,58103,46.859013,-96.858729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,NULL,NULL,NULL,NULL,NULL,14425,NULL,NULL,NULL,NULL,NULL,NULL,12000,12000,9500,12000,PrivacySuppressed,PrivacySuppressed,69413.71028,NULL,27839,NULL,58103,,,,,master only (1)
The Salon Professional Academy-Ft Myers,Fort Myers,FL,33907,26.595568,-81.887326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,NULL,NULL,NULL,12842,14417,16189,NULL,NULL,NULL,NULL,7667,8464,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.195121951,27673.07317,NULL,22404,NULL,33907,,,,,master only (1)
The Salon Professional Academy-Georgetown,Georgetown,TX,78626-5470,30.635778,-97.688068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,16171,16421,16921,17161,NULL,NULL,NULL,9833,7275,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,78626,,,,,master only (1)
The Salon Professional Academy-Grand Junction,Grand Junction,CO,81501,39.078114,-108.56521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,14526,13917,16389,18464,18464,NULL,NULL,10683,6400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.13,51252.52,49675.43,19974,NULL,81501,,,,,master only (1)
The Salon Professional Academy-Huntsville,Huntsville,AL,35816,34.736145,-86.655724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL,NULL,15614,14402,NULL,NULL,NULL,NULL,NULL,9833,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.220779221,24608.66234,NULL,NULL,NULL,35816,,,,,master only (1)
The Salon Professional Academy-Kenosha,Kenosha,WI,53142-4950,42.55804,-87.853088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,10527,10689,NULL,16601,16601,NULL,NULL,10194,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.145631068,35721.11651,NULL,24971,NULL,53142,,,,,master only (1)
The Salon Professional Academy-Lewisville,Lewisville,TX,75067,33.005024,-96.964907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,NULL,NULL,NULL,NULL,NULL,19384,19184,24030,24030,NULL,NULL,NULL,7917,7917,7917,7917,PrivacySuppressed,0.216216216,49193.64865,NULL,20831,NULL,75067,,,,,master only (1)
The Salon Professional Academy-Melbourne,Melbourne,FL,32904,28.081445,-80.651439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,NULL,NULL,NULL,NULL,NULL,18009,16046,19086,NULL,21524,NULL,NULL,6333,6333,PrivacySuppressed,PrivacySuppressed,0.923469388,0.204081633,22417.20408,51814.13,14693,NULL,32904,,,,,master only (1)
The Salon Professional Academy-Nampa,Nampa,ID,83686-5104,43.567768,-116.563413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL,NULL,NULL,NULL,11743,11079,13176,17274,NULL,NULL,NULL,9045,6900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.24742268,22128.41237,50691.3,19091,NULL,83686,,,,,master only (1)
The Salon Professional Academy-Nashville,Nashville,TN,37214-2163,36.170543,-86.667242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9833,9833,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,48519.55405,NULL,NULL,NULL,37214,,,,,master only (1)
The Salon Professional Academy-North Little Rock,Sherwood,AR,72120,34.858161,-92.20198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126,NULL,NULL,NULL,NULL,NULL,11051,NULL,NULL,NULL,NULL,NULL,NULL,6333,6333,6333,4583,PrivacySuppressed,0.188235294,30900.38235,NULL,19081,NULL,72120,,,,,master only (1)
The Salon Professional Academy-Onalaska,Onalaska,WI,54650,43.87382,-91.19732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,10031,11893,13116,16214,NULL,NULL,NULL,10116,8334,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.159574468,38190.31915,NULL,22217,NULL,54650,,,,,master only (1)
The Salon Professional Academy-San Jose,San Jose,CA,95129-5101,37.292025,-121.989475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203,NULL,NULL,NULL,NULL,NULL,14304,16391,17087,15345,NULL,NULL,NULL,6333,6333,6333,6333,PrivacySuppressed,0.115942029,38452.37681,NULL,NULL,NULL,95129,,,,,master only (1)
The Salon Professional Academy-St Charles,St. Charles,MO,63301-1021,38.788891,-90.538719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128,NULL,NULL,NULL,NULL,NULL,15511,NULL,NULL,NULL,NULL,NULL,NULL,7917,7917,5500,5500,PrivacySuppressed,0.116788321,36778.81752,NULL,29239,NULL,63301,,,,,master only (1)
The Salon Professional Academy-Tonawanda,Tonawanda,NY,14150,42.981584,-78.824364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,NULL,NULL,NULL,NULL,NULL,14103,14739,NULL,NULL,NULL,NULL,NULL,6333,6333,6153,5861,PrivacySuppressed,0.133333333,35215.04889,NULL,22821,NULL,14150,,,,,master only (1)
The Salon Professional Academy-Washington DC,Washington,DC,20002-0000,38.90294,-77.006322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL,NULL,NULL,NULL,NULL,16991,20926,NULL,NULL,NULL,NULL,NULL,7581,6333,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,20002,,,,,master only (1)
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,93101,34.424542,-119.70516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,78,93101,,,,,master only (1)
The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,CA,93003,34.25747,-119.232988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,230,93003,,,,,master only (1)
The School of Architecture,Paradise Valley,AZ,85253,33.566649,-111.941953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,10,85253,,,,,master only (1)
The Seattle School of Theology & Psychology,Seattle,WA,98121,47.613373,-122.350945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,266,98121,,,,,master only (1)
The Southern Baptist Theological Seminary,Louisville,KY,40280-0001,38.248216,-85.687649,0.7726,562,520,22,24,21,NULL,1105,794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3226,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,3373,40280,,,,,matched (3)
The Spa School,Columbus,OH,43214,40.065397,-83.018081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137,NULL,NULL,NULL,NULL,NULL,18222,18566,19733,20508,19968,NULL,NULL,7916,7916,7916,4583,PrivacySuppressed,0.229411765,42703.74706,69308.61,26532,NULL,43214,,,,,master only (1)
The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,MD,21401-3833,38.980115,-76.543104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,191,NULL,NULL,NULL,NULL,NULL,21795,NULL,NULL,NULL,NULL,NULL,NULL,9833,9833,9833,9833,0.95,0.104347826,47452.63696,NULL,25017,NULL,21401,,,,,master only (1)
The Temple-A Paul Mitchell Partner School,Frederick,MD,21701,39.415249,-77.411651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,195,NULL,NULL,NULL,NULL,NULL,15578,NULL,NULL,NULL,NULL,NULL,NULL,9833,9833,9833,9833,0.95,0.104347826,47452.63696,NULL,25017,NULL,21701,,,,,master only (1)
The University of Aesthetics & Cosmetology,Downers Grove,IL,60515,41.79354,-88.011242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,15432,18664,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,7917,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,47710.59575,NULL,NULL,NULL,60515,,,,,master only (1)
The University of Alabama,Tuscaloosa,AL,35487-0100,33.211875,-87.545978,0.8039,600,600,27,28,25,8,1262,30610,17523,19434,21649,23957,23605,NULL,NULL,NULL,NULL,NULL,30016,0.7214,23072,17500,18000,17500,0.615252417,0.053705693,91846.74962,57928.41,44485,6170,35487,1.3651,1.25572,1.76917,1.5481499,matched (3)
The University of Findlay,Findlay,OH,45840-3653,41.053344,-83.652313,0.7959,570,550,23,23,23,NULL,1144,2222,NULL,NULL,NULL,NULL,NULL,20028,20606,24367,26400,28452,47032,0.6268,25347,17279,19111,20407,0.680155642,0.043579767,76195.49416,61890.4,45039,1097,45840,1.61028,1.31585,1.69686,1.31504,matched (3)
The University of Montana,Missoula,MT,59812,46.859312,-113.982912,0.9578,585,560,24,23,22,7,1162,6897,12739,13429,15281,16939,18481,NULL,NULL,NULL,NULL,NULL,19958,0.4421,21500,16192,14729,12500,0.554015171,0.080303427,55099.67356,50573.68,32787,2833,59812,1.34821,1.13719,1.56138,1.24561,matched (3)
The University of Montana-Western,Dillon,MT,59725-3598,45.208306,-112.639264,0.5186,515,490,19,18,19,NULL,1001,1281,8596,10947,12653,15816,15925,NULL,NULL,NULL,NULL,NULL,17790,0.4704,21000,12500,10969,12000,0.634300126,0.109709962,54663.2686,47125.83,34008,NULL,59725,1.26133,1.08639,1.35852,1.09698,matched (3)
The University of Tampa,Tampa,FL,33606-1490,27.948455,-82.46483,0.5551,585,575,25,25,23,8,1174,8645,NULL,NULL,NULL,NULL,NULL,27984,27204,29375,31701,34158,46341,0.6046,24250,17750,16500,16750,0.635143571,0.015293383,93138.54494,71934.52,43360,948,33606,1.75756,1.51792,1.8121901,1.55246,matched (3)
The University of Tennessee Health Science Center,Memphis,TN,38163,35.140231,-90.033138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12500,12500,12500,7500,0.888888889,0.2,49232.69778,NULL,56870,2963,38163,,,,,master only (1)
The University of Tennessee Southern,Pulaski,TN,38478-2799,35.201019,-87.035661,0.9834,508,510,20,21,19,NULL,1047,709,NULL,NULL,NULL,NULL,NULL,16241,16771,21418,24536,24635,40576,0.3214,22200,8625,11549,9450,0.632107023,0.050167224,44017.34114,49230.32,31977,21,38478,,,,,master only (1)
The University of Tennessee-Chattanooga,Chattanooga,TN,37403-2598,35.047519,-85.300247,0.8311,565,545,24,25,22,NULL,1167,10256,8625,11059,15283,17188,17740,NULL,NULL,NULL,NULL,NULL,23436,0.5002,19682,12000,11805,12776,0.580978127,0.056279184,63770.54633,55964.16,37613,1387,37403,1.55811,1.281,1.69455,1.37091,matched (3)
The University of Tennessee-Knoxville,Knoxville,TN,37996,35.952082,-83.925852,0.7815,615,607,28,29,26,NULL,1294,24146,10433,13970,22476,24617,25256,NULL,NULL,NULL,NULL,NULL,32010,0.7112,20500,15333,16500,15000,0.530194339,0.034172427,75150.2619,60752.93,44048,6305,37996,1.64293,1.30847,1.79162,1.43972,matched (3)
